Date,Power Station Name,Mode of Transport,State Name,State Code,Sector,Utility,Capacity (MW),Normative Stock Days,industrial_index,manufacturing_pmi,domestic_coal_price_index,international_coal_price_index,exchange_rate,plf_prcnt,daily_requirement,indigenous_stock,import_stock,total_stock
2021-01-25,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,99.11049590556246,49.800680804992396,101.70660495367846,110.46190744589026,75.46292029555772,63.25970295455006,17398.12248152084,369050.82695781486,126853.97692953714,495904.803887352
2021-01-26,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,99.11049590556246,49.800680804992396,101.70660495367846,110.46190744589026,75.46292029555772,57.30759152322721,15761.1314924829,353274.3562514422,143097.78108633938,496372.1373377816
2021-01-27,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,99.11049590556246,49.800680804992396,101.70660495367846,110.46190744589026,75.46292029555772,61.389276626667375,16883.704853468676,358721.0940649274,138550.98157337564,497272.07563830307
2021-01-28,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,99.11049590556246,49.800680804992396,101.70660495367846,110.46190744589026,75.46292029555772,60.229605299823945,16564.76399790972,326937.7445230802,169424.2953319864,496362.03985506657
2021-01-29,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,99.11049590556246,49.800680804992396,101.70660495367846,110.46190744589026,75.46292029555772,57.840749883455445,15907.764404432584,358453.39929750067,138135.9917671905,496589.3910646912
2021-01-30,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,99.11049590556246,49.800680804992396,101.70660495367846,110.46190744589026,75.46292029555772,60.54300059662925,16650.956147165758,337283.96407659556,161311.49383864517,498595.4579152407
2021-01-31,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,99.11049590556246,49.800680804992396,101.70660495367846,110.46190744589026,75.46292029555772,59.69196444403684,16416.898278926274,330742.7241539742,169205.62168466044,499948.34583863465
2021-02-01,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,61.608998228668874,16944.134213154488,369714.07570194046,133321.12375970912,503035.1994616496
2021-02-02,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,63.081648709070244,17349.152767365875,362357.4473823726,141533.27533104317,503890.72271341574
2021-02-03,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,64.07845177470486,17623.30046354343,348434.18823096715,155989.90755869693,504424.0957896641
2021-02-04,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,59.299820861621704,16309.04822970769,349927.85799383593,154915.33902639162,504843.19702022756
2021-02-05,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,61.58219331656553,16936.76214022181,337761.4809080667,166577.0941597419,504338.57506780856
2021-02-06,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,62.25217626905505,17121.025500995387,329059.3346276908,176443.0185405563,505502.3531682471
2021-02-07,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.48338599635377,16634.560526117315,347035.1584691222,159632.91280234646,506668.07127146865
2021-02-08,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.28358650095019,16579.610282432568,338208.02667790354,170496.76875252224,508704.7954304258
2021-02-09,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.62329258864275,16673.0386079756,353490.99000057613,157206.7021140909,510697.69211466704
2021-02-10,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,61.35913485178137,16875.415053378187,374892.85099266836,136290.39444588003,511183.2454385484
2021-02-11,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,57.62595424475758,15848.689817357037,340377.2559499388,174195.52672682278,514572.78267676156
2021-02-12,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,56.878585646469205,15643.143319277431,340091.06054281374,175843.0611946897,515934.12173750345
2021-02-13,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.277540996824854,16577.947605936744,384119.6483332603,134813.53702208516,518933.1853553455
2021-02-14,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.53539215844791,16648.863621700264,377681.71011405846,143608.05505776824,521289.7651718267
2021-02-15,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,62.660860970079234,17233.424803436803,343123.0567155091,180483.53340463404,523606.59012014314
2021-02-16,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.49774055293776,16638.50841587892,345709.5598005116,179719.20576271252,525428.7655632241
2021-02-17,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,58.672836050943,16136.610516269826,377689.82900264254,147980.05561901873,525669.8846216613
2021-02-18,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.691130964184886,16691.695988764717,363659.3088446948,165658.14330131846,529317.4521460133
2021-02-19,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.87329892911892,16741.79708659012,384572.945399475,147768.85990669468,532341.8053061697
2021-02-20,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,57.738882862530474,15879.748229456965,367122.40541947464,164595.81840335327,531718.2238228279
2021-02-21,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,59.98264259629604,16496.842601449272,397714.23044407164,134858.869319627,532573.0997636986
2021-02-22,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,65.00799372855279,17878.949542015675,385348.329115837,150273.0421279833,535621.3712438203
2021-02-23,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,59.262304865648225,16298.730320162153,351668.1581114244,185507.3394942677,537175.4976056921
2021-02-24,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.50522709996283,16640.567417992785,367528.38706959895,170540.99521410227,538069.3822837012
2021-02-25,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,60.14480696958628,16541.44217269085,381556.2596713059,158615.78505593108,540172.044727237
2021-02-26,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,63.450787764357415,17450.67595189953,359203.43319525564,181612.98813699855,540816.4213322542
2021-02-27,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,62.62781928686373,17224.33745043434,354218.5486255598,190521.84783496044,544740.3964605202
2021-02-28,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.3551217477515,50.01956795626263,101.07358941563538,108.68212621721928,75.44697914214537,61.11882004553548,16809.322007759667,358963.5620042496,186631.13394986436,545594.695954114
2021-03-01,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.36996305593053,17978.500858227137,385344.6483870907,163246.1748510445,548590.8232381352
2021-03-02,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,62.62447119562124,17223.416635147587,391552.58134559204,157435.88913965982,548988.4704852519
2021-03-03,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,67.08320128263631,18449.68752392593,362407.05668681156,187285.59924211173,549692.6559289233
2021-03-04,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,63.04647566065066,17339.479231514906,393804.81044422725,155806.08658272348,549610.8970269507
2021-03-05,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.21119480263476,17934.83531147296,392931.6249543257,159161.63107493706,552093.2560292628
2021-03-06,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,66.34021438607974,18245.346111862335,413430.73415668186,142263.4309054225,555694.1650621044
2021-03-07,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,66.04993438532033,18165.51129172768,411931.8515256479,149231.56184025074,561163.4133658987
2021-03-08,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,62.10253040872523,17079.86885805729,419951.63029790774,144253.64206301665,564205.2723609244
2021-03-09,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.42169403719775,17992.72827166951,422245.5688691889,143304.23322522303,565549.8020944119
2021-03-10,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.00298110012135,17877.57093416057,392292.77968297433,172904.7439908383,565197.5236738126
2021-03-11,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,66.65791518225917,18332.72238943319,397756.84216306097,171450.26466034172,569207.1068234027
2021-03-12,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,68.40682317663449,18813.719202157932,385898.4280962088,183137.1653070682,569035.593403277
2021-03-13,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,66.08307594433148,18174.62611326453,400431.8487407655,170925.3760111028,571357.2247518683
2021-03-14,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,63.35561193149154,17424.500033895758,381424.0328155197,192084.30444452912,573508.3372600488
2021-03-15,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.57864231501267,18035.89327613767,412327.6442652443,162631.03067910887,574958.6749443532
2021-03-16,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,62.395886133968446,17160.549585282704,376948.4396173221,200756.29160358623,577704.7312209083
2021-03-17,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,66.95169223326974,18413.51899259483,388919.0975984794,188486.7681510761,577405.8657495555
2021-03-18,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,61.684281853700256,16964.83923812259,387138.7151174726,189984.9838165386,577123.6989340112
2021-03-19,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,63.241381911648745,17393.08370116781,430993.57721650647,148463.27280895994,579456.8500254664
2021-03-20,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,64.5259142538725,17746.364699618596,386696.1016385457,195247.94522288226,581944.046861428
2021-03-21,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.32884957579462,17967.193543623394,431688.6587862703,152402.49871267728,584091.1574989476
2021-03-22,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,62.3045767134279,17135.43703482665,388008.09453235497,197721.24190473405,585729.336437089
2021-03-23,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,66.8579349882687,18387.73322446958,419364.89369376015,167102.18196565926,586467.0756594194
2021-03-24,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.84964997903298,18110.427684486756,402777.51274123084,187815.2253498317,590592.7380910625
2021-03-25,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,66.53070725459041,18297.736782437983,404261.26307744207,188844.84401979018,593106.1070972322
2021-03-26,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,64.60796463596971,17768.93076507117,445705.2898316305,148705.45349880267,594410.7433304331
2021-03-27,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.38501182071616,17982.639673945636,401974.09340336843,195664.2236609265,597638.3170642949
2021-03-28,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,65.9326039982896,18133.24227450148,401815.2465139623,197679.93509026826,599495.1816042305
2021-03-29,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,66.0085656556146,18154.13377661601,426165.01008026017,174970.39283534448,601135.4029156046
2021-03-30,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,63.23218355091864,17390.55390417008,436080.50447729434,166178.0462449359,602258.5507222302
2021-03-31,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,100.42323303376011,49.3906247707043,100.40914434574015,112.71484701772475,75.06147635603809,64.40956283837994,17714.36492593815,452397.73337242816,152209.63031199487,604607.363684423
2021-04-01,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,64.00633199867562,17603.46558228264,436147.61927010125,169494.04074725247,605641.6600173537
2021-04-02,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,65.68326832961883,18064.66824870084,429776.8099470744,178810.92256057938,608587.7325076538
2021-04-03,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,66.22961215454329,18214.92751864853,420823.03531406116,188259.3392952509,609082.374609312
2021-04-04,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,63.62821177681219,17499.47233499461,434164.50620269624,177756.00569338014,611920.5118960764
2021-04-05,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,63.17479192809714,17374.76966180683,435990.16443826305,178008.2803047105,613998.4447429735
2021-04-06,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,62.601298591216676,17217.043544683722,412880.979993141,201734.5484799844,614615.5284731254
2021-04-07,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,67.1274369156238,18461.853514672315,442207.9280647288,174435.59062572155,616643.5186904503
2021-04-08,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,66.31744758275238,18239.084627626686,415901.72751615196,204437.52981909527,620339.2573352472
2021-04-09,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,63.917083538490424,17578.919851445033,433051.97237481456,186482.75040392333,619534.7227787379
2021-04-10,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,63.77836086301573,17540.76737860451,420508.12565888953,201557.3223105222,622065.4479694117
2021-04-11,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,65.53449846448875,18023.752528041325,425635.13322401745,199122.77727635158,624757.910500369
2021-04-12,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,63.54956879220827,17477.84339564542,445933.8031313141,180916.79026222054,626850.5933935347
2021-04-13,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,65.7059118366062,18070.895823121493,412312.25280443113,215783.0899342656,628095.3427386967
2021-04-14,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,64.2986134340493,17683.850850853367,411233.7847630322,220264.35126552533,631498.1360285576
2021-04-15,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,65.37867091841709,17980.89575499423,420914.74464898126,213889.75936858042,634804.5040175617
2021-04-16,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,67.44992491736056,18550.546402735163,425155.7221284932,212382.74451328354,637538.4666417767
2021-04-17,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,67.78863904897085,18643.701913633024,428827.2539059161,211416.68017849396,640243.9340844101
2021-04-18,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,64.03795658729622,17612.163196096037,467968.58767621766,175381.73164763465,643350.3193238523
2021-04-19,Thermal Power Plant A,RAIL,Maharashtra,MH,Central,NTPC,1602,23,101.10841222784522,50.67124580866971,100.23446070316746,111.00272171895928,75.01030056862365,63.21835100365753,17386.749581034812,448976.2367313056,197324.9239684688,646301.1606997744
